product_name,source_store,target_store,suggested_qty,final_recommendation,estimated_cost,reason,cost_score,quantity_score,strategy_score,reason_bonus,heuristic_score,heuristic_grade,_estimated_cost_numeric,_suggested_qty_numeric,greedy_rank,is_greedy_selected,greedy_reason,avg_daily_sales,unit_cost,stock_qty,expiry_days,category,disposal_cost_per_unit,dead_stock_qty,sales_30d,sales_7d,disposal_cost,abc_revenue_value,abc_grade,abc_cumulative_pct,abc_priority,abc_score,turnover_days,turnover_rate_annual,turnover_grade,turnover_score,turnover_risk_flag,disposal_risk_score,disposal_risk_grade,disposal_risk_reason,safety_stock,reorder_point,reorder_risk_score,reorder_status,reorder_advice,safety_stock_score,eoq_qty,eoq_order_cycle,eoq_total_cost,eoq_risk_score,eoq_status,eoq_advice,eoq_score,demand_forecast_7d,demand_forecast_daily,demand_forecast_upper,demand_forecast_lower,demand_trend,demand_stockout_days,demand_risk_score,demand_forecast_method,demand_forecast_score,match_score,match_score_demand,match_score_urgency,match_score_abc,match_score_cluster,match_score_dist,match_grade,match_reason,trend_rate,trend_score,trend_direction,aging_score,aging_grade,relocation_failure_score,relocation_failure_grade,substitute_conflict_score,category_balance_score,store_capacity_score,expected_sales_increase_rate,discount_sensitivity_score,disposal_avoidance_profit,disposal_avoidance_score,newsvendor_critical_ratio,newsvendor_optimal_sl,newsvendor_score,is_fresh_product,topsis_score,topsis_rank,priority_queue_score,priority_queue_rank,service_level_score,service_level_current,service_level_gap,queue_capacity_score,transport_lp_score,assignment_action,assignment_score,multiobjective_rank,multiobjective_score,lp_allocation_score,sensitivity_score,dominant_factor,varo_score,varo_grade,varo_rank,varo_weight_breakdown,vhs2_scenario_labels,vhs2_weights,sit2_EXPIRY_URGENT,sit2_COLD_EXCESS,sit2_DEMAND_SURGE,sit2_HIGH_TRANSPORT,sit2_REORDER_RISK,sit2_STRESS,vhs2_group_재고위험,vhs2_group_판매가능성,vhs2_group_점포이동적합,vhs2_group_비용절감,vhs2_group_폐기회피이익,vhs2_group_실행가능성,mcdm_score,vhs2_raw,vhs2_history_correction,vhs2,vhs2_grade,vhs2_action,vhs2_action_icon,vhs2_rank,vhs2_confidence,vhs2_confidence_label,vhs2_confidence_color,vhs2_ci_lower,vhs2_ci_upper,vhs,vhs_grade,vhs_action,source_cluster,target_cluster,is_same_cluster,is_optimal_route,network_unit_cost,network_cost_score,direct_cost,via_cost,estimated_cost_transfer,direct_distance_km,via_distance_km,recommended_distance_km,recommended_time_min,sales_30d_transfer,source_dead_stock_qty,target_shortage_qty,greedy_action,dqn_recommended_action,dqn_expected_q,dqn_match_greedy,Q_재고 이동,Q_할인,Q_폐기,Q_보류
우유048,홍대점,구로점,263.0,재배치 추천,10131.0,프로모션 순비용이 재배치 비용보다 높습니다.,30.679267909659366,16.454802259887007,18,0,65.1,검토 가능,10131.0,263.0,101,False,Greedy 선택 후보보다 우선순위가 낮음,3.21,2924,321,13,유제품,150,263,96.0,22.0,150,280704.0,A,0.5389976019852944,1,100.0,100.3,3.59,DEAD,44.3,True,41.4,MEDIUM,소진일수 100일 초과 | 신선/냉장 고위험 카테고리,2.8,12.4,0.0,SAFE,"재고 여유 — 현재고(321), 재주문점(12)",0.0,107.0,33.3,109502.0,100.0,OVER,과잉 발주 위험 — 현재(318개) > EOQ(107개). 발주 주기 33일 권장,100.0,22.2,3.17,4.5,1.85,STABLE,101.2,0.0,WMA,0.0,36.1,10.0,3.6,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.979,49.5,STABLE,20.0,LOW,43.3,MEDIUM,32.9,48.2,86.4,0.3,30.0,952133.0,100.0,0.385,0.385,88.5,True,12.7,481,27.0,324,100.0,0.999,4.9,75.7,50.0,REALLOCATE,86.7,2,99.8,73.0,29.5,disposal_risk,59.1,검토 필요,133,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,48.9,32.6,54.2,65.8,72.0,73.7,51.9,55.2,0.0,60.4,검토,보류,⏸️,203,HIGH,신뢰도 높음 ●,#2e7d32,,,60.4,검토,보류,0,-1,False,False,,50.0,10131.0,23538.0,10131.0,9.59,22.82,9.59,19.0,511.0,263.0,358.0,재고 이동,재고 이동,87.646,일치,87.646,57.978,30.771,16.873
냉동피자064,방배점,여의도점,281.0,재배치 추천,11292.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.353282128886732,17.725988700564972,18,0,65.1,검토 가능,11292.0,281.0,102,False,Greedy 선택 후보보다 우선순위가 낮음,3.76,3068,328,9,냉동식품,250,281,113.0,26.0,250,346684.0,A,0.5171757338216079,1,100.0,87.1,4.13,SLOW,51.6,True,51.7,MEDIUM,소진일수 87일 초과 | 신선/냉장 고위험 카테고리,3.2,14.5,0.0,SAFE,"재고 여유 — 현재고(328), 재주문점(14)",0.0,122.1,32.5,112390.0,100.0,OVER,과잉 발주 위험 — 현재(325개) > EOQ(122개). 발주 주기 32일 권장,100.0,26.1,3.73,5.28,2.18,STABLE,88.0,0.0,WMA,0.0,36.1,10.0,3.6,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.988,49.7,STABLE,17.3,LOW,48.6,MEDIUM,27.8,51.3,66.5,0.3,30.0,1093488.0,100.0,0.385,0.385,88.5,True,15.5,440,30.5,244,100.0,0.999,4.9,68.5,50.0,REALLOCATE,86.5,2,99.8,73.0,28.7,disposal_risk,62.7,검토 필요,89,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,55.5,32.6,54.2,65.8,72.0,61.4,53.4,55.3,0.0,61.8,검토,보류,⏸️,195,HIGH,신뢰도 높음 ●,#2e7d32,,,61.8,검토,보류,-1,0,False,False,,50.0,11292.0,23295.0,11292.0,10.88,22.55,10.88,22.0,638.0,281.0,559.0,재고 이동,재고 이동,92.17,일치,92.17,61.243,31.986,14.162
차음료039,강남2점,명동점,291.0,재배치 추천,11877.0,프로모션 순비용이 재배치 비용보다 높습니다.,28.685149758729978,18.43220338983051,18,0,65.1,검토 가능,11877.0,291.0,103,False,Greedy 선택 후보보다 우선순위가 낮음,6.7,1058,300,0,음료,400,291,201.0,47.0,400,212658.0,A,0.7122615727681944,1,100.0,44.8,8.04,NORMAL,75.1,False,47.4,MEDIUM,유통기한 임박,5.7,25.8,0.0,SAFE,"재고 여유 — 현재고(300), 재주문점(26)",0.0,358.3,53.5,68244.0,14.3,OPTIMAL,"적정 발주 — EOQ(358개), 권장 발주 주기 54일",14.3,47.0,6.71,9.48,3.95,STABLE,44.7,2.0,WMA,2.0,36.2,10.0,3.7,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.002,50.1,STABLE,8.7,LOW,78.3,HIGH,41.7,32.8,100.0,0.3,30.0,473977.0,100.0,0.385,0.385,88.5,False,25.5,111,26.8,339,100.0,0.999,4.9,79.0,50.0,REALLOCATE,86.4,2,99.8,73.0,25.7,turnover,61.0,검토 필요,105,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.7,33.7,54.6,53.0,72.0,77.6,58.9,56.3,0.0,72.8,권장,보류,⏸️,136,HIGH,신뢰도 높음 ●,#2e7d32,,,72.8,권장,보류,-1,-1,False,False,,50.0,11877.0,24654.0,11877.0,11.53,24.06,11.53,23.0,706.0,291.0,623.0,재고 이동,재고 이동,87.055,일치,87.055,55.553,28.918,16.196
도시락074,잠원점,종로점,259.0,재배치 추천,10059.0,프로모션 순비용이 재배치 비용보다 높습니다.,30.76149958598635,16.17231638418079,18,0,64.9,검토 가능,10059.0,259.0,104,False,Greedy 선택 후보보다 우선순위가 낮음,0.73,3140,260,1,신선식품,250,259,22.0,5.0,250,69080.0,A,0.4700351316340167,1,100.0,354.5,1.02,DEAD,0.0,True,78.0,HIGH,유통기한 임박 | 소진일수 354일 초과 | 신선/냉장 고위험 카테고리,0.6,2.8,0.0,SAFE,"재고 여유 — 현재고(260), 재주문점(3)",0.0,49.2,67.4,54114.0,100.0,OVER,과잉 발주 위험 — 현재(259개) > EOQ(49개). 발주 주기 67일 권장,100.0,5.0,0.71,1.02,0.41,STABLE,364.0,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.978,49.5,STABLE,35.6,LOW,76.6,HIGH,23.5,50.3,87.0,0.3,30.0,1030603.0,100.0,0.385,0.385,88.5,True,22.7,186,46.5,6,100.0,0.999,4.9,75.9,50.0,REALLOCATE,86.3,1,100.0,73.0,16.5,disposal_risk,61.3,검토 필요,100,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,53.7,32.6,60.3,65.7,72.0,74.8,57.5,57.4,0.0,84.2,최적,할인 판매,🏷️,75,HIGH,신뢰도 높음 ●,#2e7d32,,,84.2,최적,할인 판매,-1,0,False,False,,50.0,10059.0,22179.0,10059.0,9.51,21.31,9.51,19.0,885.0,259.0,797.0,재고 이동,재고 이동,97.256,일치,97.256,67.466,34.049,7.504
아이스라떼045,교대점,명동점,276.0,재배치 추천,11211.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.44579276475459,17.372881355932204,18,0,64.8,검토 가능,11211.0,276.0,105,False,Greedy 선택 후보보다 우선순위가 낮음,6.65,3303,341,7,유제품,300,276,200.0,47.0,300,660600.0,A,0.196863839439598,1,100.0,51.2,7.04,NORMAL,71.6,False,48.6,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,5.7,25.6,0.0,SAFE,"재고 여유 — 현재고(341), 재주문점(26)",0.0,144.9,21.8,167512.0,100.0,OVER,과잉 발주 위험 — 현재(335개) > EOQ(145개). 발주 주기 22일 권장,100.0,46.8,6.69,9.43,3.94,STABLE,51.0,1.2,WMA,1.2,36.2,10.0,3.66,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.01,50.2,STABLE,10.0,LOW,55.6,MEDIUM,29.0,32.8,100.0,0.3,30.0,1165543.0,100.0,0.385,0.385,88.5,True,19.7,327,27.5,301,100.0,0.999,4.9,79.0,50.0,REALLOCATE,86.1,2,99.8,73.0,26.3,turnover,66.0,검토 필요,51,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.4,33.4,54.7,65.6,72.0,77.6,55.7,58.5,0.0,91.1,최적,보류,⏸️,38,HIGH,신뢰도 높음 ●,#2e7d32,,,91.1,최적,보류,-1,-1,False,False,,50.0,11211.0,22818.0,11211.0,10.79,22.02,10.79,22.0,875.0,276.0,743.0,재고 이동,재고 이동,94.583,일치,94.583,61.545,30.903,13.43
커피013,역삼점,청량리점,281.0,재배치 추천,11544.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.06547126174228,17.725988700564972,18,0,64.8,검토 가능,11544.0,281.0,106,False,Greedy 선택 후보보다 우선순위가 낮음,1.09,1543,290,6,음료,500,281,33.0,8.0,500,50919.0,B,0.9087869865371656,2,60.0,263.6,1.37,DEAD,0.0,True,60.0,HIGH,유통기한 임박 | 소진일수 264일 초과,0.9,4.2,0.0,SAFE,"재고 여유 — 현재고(290), 재주문점(4)",0.0,119.7,109.8,33241.0,100.0,OVER,과잉 발주 위험 — 현재(289개) > EOQ(120개). 발주 주기 110일 권장,100.0,7.9,1.13,1.58,0.68,STABLE,257.0,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,1.048,51.2,STABLE,35.0,LOW,59.1,MEDIUM,35.2,49.2,72.1,0.3,30.0,649256.0,100.0,0.385,0.385,88.5,False,17.8,390,38.4,124,100.0,0.999,4.9,70.9,50.0,REALLOCATE,86.0,2,99.8,73.0,38.1,disposal_risk,48.7,모니터링,308,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,39.5,33.1,56.4,65.6,72.0,64.5,54.7,52.0,0.0,27.0,검토,할인 판매,🏷️,382,HIGH,신뢰도 높음 ●,#2e7d32,,,27.0,검토,할인 판매,-1,-1,False,False,,50.0,11544.0,20703.0,11544.0,11.16,19.67,11.16,22.0,926.0,281.0,888.0,재고 이동,재고 이동,93.328,일치,93.328,65.951,33.469,3.806
커피038,청량리점,잠실2점,285.0,재배치 추천,11760.0,프로모션 순비용이 재배치 비용보다 높습니다.,28.818776232761326,18.008474576271187,18,0,64.8,검토 가능,11760.0,285.0,107,False,Greedy 선택 후보보다 우선순위가 낮음,7.1,2507,294,1,음료,300,285,213.0,50.0,300,533991.0,A,0.5815062590510993,1,100.0,41.4,8.69,NORMAL,77.0,False,43.7,MEDIUM,유통기한 임박,6.1,27.4,0.0,SAFE,"재고 여유 — 현재고(294), 재주문점(27)",0.0,239.6,33.7,108141.0,20.2,OPTIMAL,"적정 발주 — EOQ(240개), 권장 발주 주기 34일",20.2,49.9,7.13,10.06,4.2,STABLE,41.2,2.5,WMA,2.5,36.2,10.0,3.72,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.006,50.2,STABLE,8.1,LOW,76.6,HIGH,40.8,30.0,87.4,0.3,30.0,931134.0,100.0,0.385,0.385,88.5,False,29.3,76,25.2,401,100.0,0.999,4.9,76.0,50.0,REALLOCATE,85.9,2,99.8,73.0,25.4,turnover,61.0,검토 필요,103,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,58.6,34.0,53.9,53.7,72.0,68.3,61.0,54.9,0.0,54.9,검토,보류,⏸️,232,HIGH,신뢰도 높음 ●,#2e7d32,,,54.9,검토,보류,-1,-1,False,False,,50.0,11760.0,22800.0,11760.0,11.4,22.0,11.4,23.0,750.0,285.0,393.0,재고 이동,재고 이동,83.456,일치,83.456,53.228,29.102,19.876
아이스라떼045,교대점,건대점,276.0,재배치 추천,11283.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.363561088427605,17.372881355932204,18,0,64.7,검토 가능,11283.0,276.0,108,False,Greedy 선택 후보보다 우선순위가 낮음,6.65,3303,341,7,유제품,300,276,200.0,47.0,300,660600.0,A,0.196863839439598,1,100.0,51.2,7.04,NORMAL,71.6,False,48.6,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,5.7,25.6,0.0,SAFE,"재고 여유 — 현재고(341), 재주문점(26)",0.0,144.9,21.8,167512.0,100.0,OVER,과잉 발주 위험 — 현재(335개) > EOQ(145개). 발주 주기 22일 권장,100.0,46.8,6.69,9.43,3.94,STABLE,51.0,1.2,WMA,1.2,36.2,10.0,3.66,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.01,50.2,STABLE,10.0,LOW,55.6,MEDIUM,37.9,43.6,76.3,0.3,30.0,1165471.0,100.0,0.385,0.385,88.5,True,19.7,327,27.5,301,100.0,0.999,4.9,72.5,50.0,REALLOCATE,85.7,2,99.8,72.9,26.3,turnover,65.9,검토 필요,52,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.4,33.4,54.0,65.6,72.0,65.4,55.7,56.8,0.0,78.4,권장,보류,⏸️,106,HIGH,신뢰도 높음 ●,#2e7d32,,,78.4,권장,보류,-1,0,False,False,,50.0,11283.0,23952.0,11283.0,10.87,23.28,10.87,22.0,875.0,276.0,783.0,재고 이동,재고 이동,94.995,일치,94.995,61.802,30.872,12.857
라면071,방배점,성수점,290.0,재배치 추천,12183.0,프로모션 순비용이 재배치 비용보다 높습니다.,28.33566513434029,18.361581920903955,18,0,64.7,검토 가능,12183.0,290.0,109,False,Greedy 선택 후보보다 우선순위가 낮음,2.81,664,297,2,간편식,150,290,84.0,20.0,150,55776.0,C,0.9938134999524716,3,20.0,106.1,3.39,DEAD,41.1,True,73.0,HIGH,유통기한 임박 | 소진일수 106일 초과,2.4,10.8,0.0,SAFE,"재고 여유 — 현재고(297), 재주문점(11)",0.0,265.0,94.3,38707.0,11.2,OPTIMAL,"적정 발주 — EOQ(265개), 권장 발주 주기 94일",11.2,19.9,2.84,4.0,1.68,STABLE,104.5,0.0,WMA,0.0,33.9,10.0,8.4,3.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,1.017,50.4,STABLE,20.6,LOW,73.1,HIGH,42.0,46.2,96.7,0.3,30.0,262389.0,100.0,0.385,0.385,88.5,False,21.1,255,39.4,104,100.0,0.999,4.9,78.3,50.0,REALLOCATE,85.6,2,99.8,72.9,42.2,disposal_risk,44.0,모니터링,371,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,50.2,32.8,56.0,52.3,72.0,79.9,56.5,54.1,0.0,49.0,검토,할인 판매,🏷️,264,HIGH,신뢰도 높음 ●,#2e7d32,,,49.0,검토,할인 판매,-1,-1,False,False,,50.0,12183.0,24366.0,12183.0,11.87,23.740000000000002,11.87,24.0,483.0,290.0,448.0,재고 이동,재고 이동,78.471,일치,78.471,58.854,35.89,16.251
아이스라떼073,사당점,왕십리점,321.0,재배치 추천,14136.0,프로모션 순비용이 재배치 비용보다 높습니다.,26.105130913970818,20.55084745762712,18,0,64.7,검토 가능,14136.0,321.0,110,False,Greedy 선택 후보보다 우선순위가 낮음,2.99,1589,346,6,유제품,400,321,90.0,21.0,400,143010.0,B,0.8067621446776673,2,60.0,115.3,3.12,DEAD,35.9,True,68.0,HIGH,유통기한 임박 | 소진일수 115일 초과 | 신선/냉장 고위험 카테고리,2.6,11.6,0.0,SAFE,"재고 여유 — 현재고(346), 재주문점(12)",0.0,140.1,46.9,77907.0,100.0,OVER,과잉 발주 위험 — 현재(343개) > EOQ(140개). 발주 주기 47일 권장,100.0,21.0,3.0,4.23,1.77,STABLE,115.3,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,1.003,50.1,STABLE,22.5,LOW,59.1,MEDIUM,33.8,23.6,84.2,0.3,30.0,726347.0,100.0,0.385,0.385,88.5,True,20.0,316,38.4,124,100.0,0.999,4.9,75.1,50.0,REALLOCATE,85.5,2,99.8,72.9,42.3,disposal_risk,56.4,검토 필요,177,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,52.6,32.7,56.8,65.6,72.0,64.0,55.9,55.2,0.0,60.7,검토,할인 판매,🏷️,201,HIGH,신뢰도 높음 ●,#2e7d32,,,60.7,검토,할인 판매,-1,0,False,False,,50.0,14136.0,25770.0,14136.0,14.04,25.3,14.04,28.0,571.0,321.0,358.0,재고 이동,재고 이동,87.715,일치,87.715,62.762,37.051,14.529
컵밥007,동대문점,선릉점,276.0,재배치 추천,11481.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.137423978528396,17.372881355932204,18,0,64.5,검토 가능,11481.0,276.0,111,False,Greedy 선택 후보보다 우선순위가 낮음,3.41,3334,285,2,간편식,300,276,102.0,24.0,300,340068.0,A,0.23037995959756308,1,100.0,83.8,4.29,SLOW,53.4,True,69.9,HIGH,유통기한 임박 | 소진일수 84일 초과,2.9,13.1,0.0,SAFE,"재고 여유 — 현재고(285), 재주문점(13)",0.0,130.3,38.2,95547.0,100.0,OVER,과잉 발주 위험 — 현재(282개) > EOQ(130개). 발주 주기 38일 권장,100.0,23.9,3.41,4.82,2.01,STABLE,83.5,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.005,50.1,STABLE,16.3,LOW,73.1,HIGH,30.8,48.8,83.3,0.3,30.0,1175540.0,100.0,0.385,0.385,88.5,False,20.7,286,38.4,124,100.0,0.999,4.9,74.8,50.0,REALLOCATE,85.3,2,99.8,72.9,26.4,disposal_risk,67.9,검토 필요,35,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,64.1,32.7,58.6,65.5,72.0,71.8,56.3,59.3,0.0,95.4,최적,할인 판매,🏷️,15,HIGH,신뢰도 높음 ●,#2e7d32,,,95.4,최적,할인 판매,-1,-1,False,False,,50.0,11481.0,22350.0,11481.0,11.09,21.5,11.09,22.0,561.0,276.0,453.0,재고 이동,재고 이동,92.142,일치,92.142,62.372,34.698,16.73
샐러드069,압구정점,여의도2점,310.0,재배치 추천,13614.0,프로모션 순비용이 재배치 비용보다 높습니다.,26.701310567341462,19.774011299435028,18,0,64.5,검토 가능,13614.0,310.0,112,False,Greedy 선택 후보보다 우선순위가 낮음,2.85,3082,345,9,신선식품,250,310,86.0,20.0,250,265052.0,A,0.6610542014354238,1,100.0,120.3,2.99,DEAD,33.2,True,57.1,MEDIUM,소진일수 120일 초과 | 신선/냉장 고위험 카테고리,2.4,11.0,0.0,SAFE,"재고 여유 — 현재고(345), 재주문점(11)",0.0,98.2,34.5,105930.0,100.0,OVER,과잉 발주 위험 — 현재(343개) > EOQ(98개). 발주 주기 34일 권장,100.0,20.0,2.86,4.03,1.68,STABLE,120.8,0.0,WMA,0.0,36.1,10.0,3.6,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.003,50.1,STABLE,23.5,LOW,48.6,MEDIUM,38.1,8.2,88.3,0.3,30.0,1210390.0,100.0,0.385,0.385,88.5,True,17.1,408,34.2,191,100.0,0.999,4.9,76.2,50.0,REALLOCATE,85.2,2,99.8,72.9,28.2,disposal_risk,60.4,검토 필요,114,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,53.0,32.7,55.7,65.5,72.0,61.6,54.3,54.8,0.0,54.4,검토,보류,⏸️,235,HIGH,신뢰도 높음 ●,#2e7d32,,,54.4,검토,보류,-1,-1,False,False,,50.0,13614.0,18723.0,13614.0,13.46,17.47,13.46,27.0,938.0,310.0,770.0,재고 이동,재고 이동,95.997,일치,95.997,64.802,32.326,8.304
