product_name,source_store,target_store,suggested_qty,final_recommendation,estimated_cost,reason,cost_score,quantity_score,strategy_score,reason_bonus,heuristic_score,heuristic_grade,_estimated_cost_numeric,_suggested_qty_numeric,greedy_rank,is_greedy_selected,greedy_reason,avg_daily_sales,unit_cost,stock_qty,expiry_days,category,dead_stock_qty,sales_30d,sales_7d,abc_revenue_value,abc_grade,abc_cumulative_pct,abc_priority,abc_score,turnover_days,turnover_rate_annual,turnover_grade,turnover_score,turnover_risk_flag,disposal_risk_score,disposal_risk_grade,disposal_risk_reason,safety_stock,reorder_point,reorder_risk_score,reorder_status,reorder_advice,safety_stock_score,eoq_qty,eoq_order_cycle,eoq_total_cost,eoq_risk_score,eoq_status,eoq_advice,eoq_score,demand_forecast_7d,demand_forecast_daily,demand_forecast_upper,demand_forecast_lower,demand_trend,demand_stockout_days,demand_risk_score,demand_forecast_method,demand_forecast_score,match_score,match_score_demand,match_score_urgency,match_score_abc,match_score_cluster,match_score_dist,match_grade,match_reason,trend_rate,trend_score,trend_direction,aging_score,aging_grade,relocation_failure_score,relocation_failure_grade,substitute_conflict_score,category_balance_score,store_capacity_score,expected_sales_increase_rate,discount_sensitivity_score,disposal_avoidance_profit,disposal_avoidance_score,newsvendor_critical_ratio,newsvendor_optimal_sl,newsvendor_score,is_fresh_product,topsis_score,topsis_rank,priority_queue_score,priority_queue_rank,service_level_score,service_level_current,service_level_gap,queue_capacity_score,transport_lp_score,assignment_action,assignment_score,multiobjective_rank,multiobjective_score,lp_allocation_score,sensitivity_score,dominant_factor,varo_score,varo_grade,varo_rank,varo_weight_breakdown,vhs2_scenario_labels,vhs2_weights,sit2_EXPIRY_URGENT,sit2_COLD_EXCESS,sit2_DEMAND_SURGE,sit2_HIGH_TRANSPORT,sit2_REORDER_RISK,sit2_STRESS,vhs2_group_재고위험,vhs2_group_판매가능성,vhs2_group_점포이동적합,vhs2_group_비용절감,vhs2_group_폐기회피이익,vhs2_group_실행가능성,mcdm_score,vhs2_raw,vhs2_history_correction,vhs2,vhs2_grade,vhs2_action,vhs2_action_icon,vhs2_rank,vhs2_confidence,vhs2_confidence_label,vhs2_confidence_color,vhs2_ci_lower,vhs2_ci_upper,vhs,vhs_grade,vhs_action,source_cluster,target_cluster,is_same_cluster,is_optimal_route,network_unit_cost,network_cost_score,direct_cost,via_cost,estimated_cost_transfer,direct_distance_km,via_distance_km,recommended_distance_km,recommended_time_min,sales_30d_transfer,source_dead_stock_qty,target_shortage_qty,greedy_action,dqn_recommended_action,dqn_expected_q,dqn_match_greedy,Q_재고 이동,Q_할인,Q_폐기,Q_보류
아이스라떼021,상암점,왕십리2점,27.0,프로모션 추천,10119.0,프로모션 순비용이 재배치 비용보다 낮습니다.,27.99530148786218,10.775862068965516,12,8,58.8,검토 가능,10119.0,27.0,106,False,Greedy 선택 후보보다 우선순위가 낮음,4.3,1326,258,3,유제품,240,129.0,30.0,171054.0,A,0.4654709961716218,1,100.0,60.0,6.0,NORMAL,66.7,False,61.0,HIGH,유통기한 임박 | 신선/냉장 고위험 카테고리,3.7,16.6,0.0,SAFE,"재고 여유 — 현재고(258), 재주문점(17)",0.0,183.9,42.8,85347.0,38.3,OPTIMAL,"적정 발주 — EOQ(184개), 권장 발주 주기 43일",38.3,30.0,4.29,6.06,2.51,STABLE,60.2,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.997,49.9,STABLE,11.7,LOW,69.6,MEDIUM,35.3,64.5,83.5,0.3,30.0,32843.0,65.7,0.385,0.385,88.5,True,10.7,414,33.4,290,100.0,0.999,4.9,48.5,50.0,REALLOCATE,86.0,2,99.8,54.6,27.0,disposal_risk,66.0,검토 필요,43,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,63.6,32.7,54.9,53.1,51.4,77.2,50.8,54.4,0.0,64.6,검토,할인 판매,🏷️,180,HIGH,신뢰도 높음 ●,#2e7d32,,,64.6,검토,할인 판매,1,6,False,False,,50.0,32721.0,0.0,32721.0,34.69,0.0,34.69,69.0,0.0,258.0,27.0,할인,할인,64.766,일치,48.401,64.766,27.913,19.896
냉동만두111,노원점,압구정점,36.0,프로모션 추천,13070.0,프로모션 순비용이 재배치 비용보다 낮습니다.,24.143826677107807,14.655172413793101,12,8,58.8,검토 가능,13070.0,36.0,107,False,Greedy 선택 후보보다 우선순위가 낮음,1.08,1287,398,3,냉동식품,394,32.0,8.0,41184.0,B,0.9116495803212774,2,60.0,373.1,0.96,DEAD,0.0,True,74.0,HIGH,유통기한 임박 | 소진일수 373일 초과 | 신선/냉장 고위험 카테고리,0.9,4.1,0.0,SAFE,"재고 여유 — 현재고(398), 재주문점(4)",0.0,101.0,93.5,39013.0,100.0,OVER,과잉 발주 위험 — 현재(397개) > EOQ(101개). 발주 주기 94일 권장,100.0,7.8,1.11,1.56,0.67,STABLE,357.2,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,1.058,51.5,STABLE,35.0,LOW,69.6,MEDIUM,36.8,53.2,90.7,0.3,30.0,42528.0,85.1,0.385,0.385,88.5,True,13.1,256,43.7,48,100.0,0.999,4.9,52.6,50.0,REALLOCATE,85.9,2,99.8,64.3,34.9,disposal_risk,54.3,모니터링,253,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,45.8,33.2,55.6,62.3,63.1,78.2,52.1,53.6,0.0,55.5,검토,할인 판매,🏷️,229,HIGH,신뢰도 높음 ●,#2e7d32,,,55.5,검토,할인 판매,1,0,False,False,,50.0,23874.0,0.0,23874.0,24.86,0.0,24.86,50.0,0.0,398.0,36.0,할인,할인,71.559,일치,61.915,71.559,32.08,15.328
냉동만두111,명동점,압구정점,36.0,프로모션 추천,13070.0,프로모션 순비용이 재배치 비용보다 낮습니다.,24.143826677107807,14.655172413793101,12,8,58.8,검토 가능,13070.0,36.0,108,False,Greedy 선택 후보보다 우선순위가 낮음,3.76,1287,375,14,냉동식품,302,113.0,26.0,145431.0,B,0.9116495803212774,2,60.0,99.6,3.62,DEAD,44.7,True,36.0,LOW,소진일수 100일 초과 | 신선/냉장 고위험 카테고리,3.2,14.5,0.0,SAFE,"재고 여유 — 현재고(375), 재주문점(14)",0.0,188.5,50.1,72793.0,97.2,OVER,과잉 발주 위험 — 현재(372개) > EOQ(188개). 발주 주기 50일 권장,97.2,26.1,3.73,5.28,2.18,STABLE,100.6,0.0,WMA,0.0,28.5,10.0,0.0,6.0,7.5,5.0,POOR,낮은 매칭,0.988,49.7,STABLE,19.7,LOW,43.3,MEDIUM,36.8,53.2,90.7,0.3,30.0,42528.0,85.1,0.385,0.385,88.5,True,5.0,495,23.0,485,100.0,0.999,4.9,52.6,50.0,REALLOCATE,85.7,2,99.8,64.3,50.1,disposal_risk,49.6,모니터링,350,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,40.6,32.6,47.7,61.9,63.1,78.2,47.7,51.0,0.0,30.0,검토,보류,⏸️,366,HIGH,신뢰도 높음 ●,#2e7d32,,,30.0,검토,보류,5,0,False,False,,50.0,25899.0,0.0,25899.0,27.11,0.0,27.11,54.0,0.0,375.0,36.0,할인,할인,62.33,일치,57.167,62.33,28.596,16.239
냉동만두111,상암점,압구정점,36.0,프로모션 추천,13070.0,프로모션 순비용이 재배치 비용보다 낮습니다.,24.143826677107807,14.655172413793101,12,8,58.8,검토 가능,13070.0,36.0,109,False,Greedy 선택 후보보다 우선순위가 낮음,2.94,1287,346,14,냉동식품,289,88.0,21.0,113256.0,B,0.9116495803212774,2,60.0,118.0,3.05,DEAD,34.4,True,36.0,LOW,소진일수 118일 초과 | 신선/냉장 고위험 카테고리,2.5,11.3,0.0,SAFE,"재고 여유 — 현재고(346), 재주문점(11)",0.0,166.7,56.7,64368.0,100.0,OVER,과잉 발주 위험 — 현재(344개) > EOQ(167개). 발주 주기 57일 권장,100.0,20.8,2.97,4.18,1.76,STABLE,116.4,0.0,WMA,0.0,28.5,10.0,0.0,6.0,7.5,5.0,POOR,낮은 매칭,1.02,50.5,STABLE,22.9,LOW,43.3,MEDIUM,36.8,53.2,90.7,0.3,30.0,42528.0,85.1,0.385,0.385,88.5,True,5.0,495,23.8,470,100.0,0.999,4.9,52.6,50.0,REALLOCATE,85.6,2,99.8,64.3,51.2,disposal_risk,48.1,모니터링,392,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,37.8,32.8,47.8,62.3,63.1,78.2,47.7,50.4,0.0,25.1,검토,보류,⏸️,392,HIGH,신뢰도 높음 ●,#2e7d32,,,25.1,검토,보류,1,0,False,False,,50.0,27402.0,0.0,27402.0,28.78,0.0,28.78,58.0,0.0,346.0,36.0,할인,할인,63.456,일치,54.17,63.456,28.718,16.208
아이스라떼021,역삼점,문래2점,31.0,프로모션 추천,11618.0,프로모션 순비용이 재배치 비용보다 낮습니다.,26.03889323936309,12.5,12,8,58.5,검토 가능,11618.0,31.0,110,False,Greedy 선택 후보보다 우선순위가 낮음,8.19,1326,361,3,유제품,327,246.0,57.0,326196.0,A,0.4654709961716218,1,100.0,44.0,8.18,NORMAL,75.6,False,53.0,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,7.0,31.6,0.0,SAFE,"재고 여유 — 현재고(361), 재주문점(32)",0.0,253.8,31.0,117786.0,39.5,OPTIMAL,"적정 발주 — EOQ(254개), 권장 발주 주기 31일",39.5,57.1,8.16,11.54,4.78,STABLE,44.3,2.1,WMA,2.1,36.2,10.0,3.7,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.994,49.9,STABLE,8.7,LOW,69.6,MEDIUM,28.3,51.7,85.1,0.3,30.0,37709.0,75.4,0.385,0.385,88.5,True,23.9,53,28.8,373,100.0,0.999,4.9,49.4,50.0,REALLOCATE,85.5,2,99.8,59.4,26.4,turnover,65.6,검토 필요,48,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,62.4,33.7,52.0,53.1,57.2,74.0,58.1,54.2,0.0,62.0,검토,보류,⏸️,194,HIGH,신뢰도 높음 ●,#2e7d32,,,62.0,검토,보류,1,4,False,False,,50.0,16692.0,0.0,16692.0,16.88,0.0,16.88,34.0,0.0,361.0,31.0,할인,재고 이동,68.096,다름,68.096,54.556,26.437,17.587
아이스라떼021,상암점,문래2점,31.0,프로모션 추천,11618.0,프로모션 순비용이 재배치 비용보다 낮습니다.,26.03889323936309,12.5,12,8,58.5,검토 가능,11618.0,31.0,111,False,Greedy 선택 후보보다 우선순위가 낮음,4.3,1326,258,3,유제품,240,129.0,30.0,171054.0,A,0.4654709961716218,1,100.0,60.0,6.0,NORMAL,66.7,False,61.0,HIGH,유통기한 임박 | 신선/냉장 고위험 카테고리,3.7,16.6,0.0,SAFE,"재고 여유 — 현재고(258), 재주문점(17)",0.0,183.9,42.8,85347.0,38.3,OPTIMAL,"적정 발주 — EOQ(184개), 권장 발주 주기 43일",38.3,30.0,4.29,6.06,2.51,STABLE,60.2,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.997,49.9,STABLE,11.7,LOW,69.6,MEDIUM,28.3,51.7,85.1,0.3,30.0,37709.0,75.4,0.385,0.385,88.5,True,10.8,413,33.4,290,100.0,0.999,4.9,49.4,50.0,REALLOCATE,85.3,2,99.8,59.4,27.1,disposal_risk,65.8,검토 필요,46,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,63.6,32.7,55.0,52.9,57.2,74.0,50.8,54.8,0.0,70.4,권장,할인 판매,🏷️,149,HIGH,신뢰도 높음 ●,#2e7d32,,,70.4,권장,할인 판매,1,4,False,False,,50.0,19869.0,0.0,19869.0,20.41,0.0,20.41,41.0,0.0,258.0,31.0,할인,재고 이동,61.369,다름,61.369,56.3,26.517,18.243
아이스라떼021,합정2점,문래2점,31.0,프로모션 추천,11618.0,프로모션 순비용이 재배치 비용보다 낮습니다.,26.03889323936309,12.5,12,8,58.5,검토 가능,11618.0,31.0,112,False,Greedy 선택 후보보다 우선순위가 낮음,6.28,1326,321,1,유제품,313,188.0,44.0,249288.0,A,0.4654709961716218,1,100.0,51.2,7.03,NORMAL,71.6,False,56.6,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,5.4,24.2,0.0,SAFE,"재고 여유 — 현재고(321), 재주문점(24)",0.0,222.2,35.4,103141.0,42.0,OPTIMAL,"적정 발주 — EOQ(222개), 권장 발주 주기 35일",42.0,44.0,6.29,8.88,3.7,STABLE,51.1,1.2,WMA,1.2,36.2,10.0,3.66,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.001,50.0,STABLE,9.9,LOW,76.6,HIGH,28.3,51.7,85.1,0.3,30.0,37709.0,75.4,0.385,0.385,88.5,True,16.0,85,30.4,337,100.0,0.999,4.9,49.4,50.0,REALLOCATE,85.2,1,100.0,59.4,26.7,disposal_risk,65.4,검토 필요,50,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,62.9,33.3,52.3,53.5,57.2,74.0,53.8,54.4,0.0,64.8,검토,보류,⏸️,179,HIGH,신뢰도 높음 ●,#2e7d32,,,64.8,검토,보류,0,4,False,False,,50.0,32964.0,0.0,32964.0,34.96,0.0,34.96,70.0,0.0,321.0,31.0,할인,할인,65.023,일치,51.016,65.023,28.388,19.846
라면055,종로2점,건대점,23.0,프로모션 추천,9082.0,프로모션 순비용이 재배치 비용보다 낮습니다.,29.34873401200731,9.051724137931034,12,8,58.4,검토 가능,9082.0,23.0,113,False,Greedy 선택 후보보다 우선순위가 낮음,5.01,1393,365,5,간편식,330,150.0,35.0,208950.0,A,0.6891881063563887,1,100.0,73.0,4.93,SLOW,59.4,True,56.5,MEDIUM,유통기한 임박 | 소진일수 73일 초과,4.3,19.3,0.0,SAFE,"재고 여유 — 현재고(365), 재주문점(19)",0.0,244.3,48.8,74860.0,47.6,OPTIMAL,"적정 발주 — EOQ(244개), 권장 발주 주기 49일",47.6,35.0,5.0,7.07,2.93,STABLE,73.0,0.0,WMA,0.0,36.1,10.0,3.6,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.998,50.0,STABLE,14.2,LOW,62.6,MEDIUM,32.8,46.6,67.1,0.3,30.0,29365.0,58.7,0.385,0.385,88.5,False,9.5,439,31.3,315,100.0,0.999,4.9,35.9,50.0,REALLOCATE,85.1,2,99.8,51.0,28.5,disposal_risk,62.7,검토 필요,87,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.7,32.7,51.1,54.3,47.2,60.3,50.1,50.4,0.0,24.6,검토,보류,⏸️,395,HIGH,신뢰도 높음 ●,#2e7d32,,,24.6,검토,보류,7,3,False,False,,50.0,14280.0,0.0,14280.0,14.2,0.0,14.2,28.0,0.0,365.0,23.0,할인,재고 이동,68.883,다름,68.883,54.868,26.392,16.733
라면055,구로2점,건대점,23.0,프로모션 추천,9082.0,프로모션 순비용이 재배치 비용보다 낮습니다.,29.34873401200731,9.051724137931034,12,8,58.4,검토 가능,9082.0,23.0,114,False,Greedy 선택 후보보다 우선순위가 낮음,1.84,1393,331,7,간편식,313,55.0,13.0,76615.0,A,0.6891881063563887,1,100.0,180.5,1.99,DEAD,0.0,True,65.0,HIGH,유통기한 임박 | 소진일수 180일 초과,1.6,7.1,0.0,SAFE,"재고 여유 — 현재고(331), 재주문점(7)",0.0,148.0,80.4,45367.0,100.0,OVER,과잉 발주 위험 — 현재(329개) > EOQ(148개). 발주 주기 80일 권장,100.0,13.0,1.86,2.62,1.1,STABLE,178.2,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.009,50.2,STABLE,35.0,LOW,55.6,MEDIUM,32.8,46.6,67.1,0.3,30.0,29365.0,58.7,0.385,0.385,88.5,False,11.6,380,40.8,145,100.0,0.999,4.9,35.9,50.0,REALLOCATE,84.9,2,99.8,51.0,21.1,disposal_risk,60.0,검토 필요,120,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,47.8,32.8,55.2,62.1,47.2,60.3,51.3,49.4,0.0,21.4,검토,할인 판매,🏷️,412,HIGH,신뢰도 높음 ●,#2e7d32,,,21.4,검토,할인 판매,1,3,False,False,,50.0,18249.0,0.0,18249.0,18.61,0.0,18.61,37.0,0.0,331.0,23.0,할인,재고 이동,64.802,다름,64.802,62.502,28.917,15.227
라면055,교대2점,건대점,23.0,프로모션 추천,9082.0,프로모션 순비용이 재배치 비용보다 낮습니다.,29.34873401200731,9.051724137931034,12,8,58.4,검토 가능,9082.0,23.0,115,False,Greedy 선택 후보보다 우선순위가 낮음,3.49,1393,272,2,간편식,263,105.0,24.0,146265.0,A,0.6891881063563887,1,100.0,77.7,4.63,SLOW,56.8,True,66.9,HIGH,유통기한 임박 | 소진일수 78일 초과,3.0,13.5,0.0,SAFE,"재고 여유 — 현재고(272), 재주문점(14)",0.0,203.9,58.4,62481.0,31.9,OPTIMAL,"적정 발주 — EOQ(204개), 권장 발주 주기 58일",31.9,24.2,3.46,4.9,2.02,STABLE,78.7,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.982,49.6,STABLE,15.6,LOW,73.1,HIGH,32.8,46.6,67.1,0.3,30.0,29365.0,58.7,0.385,0.385,88.5,False,11.9,351,36.8,233,100.0,0.999,4.9,35.9,50.0,REALLOCATE,84.8,2,99.8,51.0,27.5,disposal_risk,65.1,검토 필요,53,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,63.7,32.6,54.4,51.9,47.2,60.3,51.5,51.4,0.0,32.8,검토,할인 판매,🏷️,351,HIGH,신뢰도 높음 ●,#2e7d32,,,32.8,검토,할인 판매,4,3,False,False,,50.0,25242.0,0.0,25242.0,26.38,0.0,26.38,53.0,0.0,272.0,23.0,할인,할인,61.944,일치,53.623,61.944,27.483,19.167
마카롱015,신림점,문래2점,41.0,재배치 추천,13542.0,프로모션 순비용이 재배치 비용보다 높습니다.,23.527799530148783,16.810344827586206,18,0,58.3,검토 가능,13542.0,41.0,116,False,Greedy 선택 후보보다 우선순위가 낮음,5.77,2785,340,3,디저트,316,173.0,40.0,481805.0,A,0.3993310944514818,1,100.0,59.0,6.11,NORMAL,67.2,False,52.5,MEDIUM,유통기한 임박,4.9,22.2,0.0,SAFE,"재고 여유 — 현재고(340), 재주문점(22)",0.0,173.9,30.1,121092.0,92.7,OVER,과잉 발주 위험 — 현재(335개) > EOQ(174개). 발주 주기 30일 권장,92.7,40.2,5.74,8.12,3.36,STABLE,59.2,0.1,WMA,0.1,36.1,10.0,3.6,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.99,49.8,STABLE,11.7,LOW,69.6,MEDIUM,21.4,51.7,85.1,0.3,30.0,123480.0,100.0,0.385,0.385,88.5,False,8.9,462,29.1,369,100.0,0.999,4.9,49.4,50.0,REALLOCATE,84.7,2,99.8,71.7,27.6,disposal_risk,66.1,검토 필요,41,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,60.0,32.7,52.0,61.0,72.0,74.0,49.8,56.9,0.0,90.9,최적,보류,⏸️,39,HIGH,신뢰도 높음 ●,#2e7d32,,,90.9,최적,보류,1,4,False,False,,50.0,13542.0,0.0,13542.0,13.38,0.0,13.38,27.0,0.0,340.0,41.0,재고 이동,재고 이동,76.32,일치,76.32,53.052,27.315,16.079
라면055,교대2점,문래2점,25.0,프로모션 추천,9871.0,프로모션 순비용이 재배치 비용보다 낮습니다.,28.318976768467763,9.913793103448276,12,8,58.2,검토 가능,9871.0,25.0,117,False,Greedy 선택 후보보다 우선순위가 낮음,3.49,1393,272,2,간편식,263,105.0,24.0,146265.0,A,0.6891881063563887,1,100.0,77.7,4.63,SLOW,56.8,True,66.9,HIGH,유통기한 임박 | 소진일수 78일 초과,3.0,13.5,0.0,SAFE,"재고 여유 — 현재고(272), 재주문점(14)",0.0,203.9,58.4,62481.0,31.9,OPTIMAL,"적정 발주 — EOQ(204개), 권장 발주 주기 58일",31.9,24.2,3.46,4.9,2.02,STABLE,78.7,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.982,49.6,STABLE,15.6,LOW,73.1,HIGH,29.2,51.7,85.1,0.3,30.0,31919.0,63.8,0.385,0.385,88.5,False,12.0,342,36.8,233,100.0,0.999,4.9,49.4,50.0,REALLOCATE,84.5,2,99.8,53.5,27.5,disposal_risk,64.9,검토 필요,56,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,63.7,32.6,55.7,51.8,50.3,74.0,51.5,53.7,0.0,57.6,검토,할인 판매,🏷️,218,HIGH,신뢰도 높음 ●,#2e7d32,,,57.6,검토,할인 판매,4,4,True,False,,50.0,19185.0,0.0,19185.0,19.65,0.0,19.65,39.0,0.0,272.0,25.0,할인,재고 이동,60.725,다름,60.725,57.792,26.716,18.057
